"Event Unique ID","Title","Event Status","Organization","Organization Type","Organization Shipping Address - Street Address","Address line 2","Organization Shipping Address - City","Organization Shipping Address - State","Organization Shipping Address - Zip","Organization Facebook Address","Organization Instagram Address","Organization Twitter @Username","Organization Website","URL","Event Type","Content Area","Target Audience","Special Audiences","Event Date(s)","Event Venue or Facility Name","Street Address","Address line 2","City","State","Zip code","NC County","Coordinates","Cost for Festival Participants","Single Event Price","Event Description","Event Website","In-person/Online"
3675,"Piedmont STEM Festival","Accepted","NC Piedmont Triad K-12 STEM Education Ecosystem","UNC System","1601 E Market St","Marteena Hall - Mathematics Dept","Greensboro","North Carolina",27411,"https://www.facebook.com/nck12stemecosys",,"nck12stemecosys","https://nck12stemecosys.com","http://www.ncsciencefestival.org/events/piedmont-stem-festival","Hands-On, Indoor Event, Outdoor Event","Chemistry, Life Sciences, Mathematics, Physics, Engineering, Food, Technology","Pre-K, Children, Teens, Families",,"04/26/2025 - 9:00am to 12:00pm","NC A&T State University Foundation Alumni Event Center","200 N. Benbow Rd",,"Greensboro","North Carolina",27411,"Guilford","POINT (-79.7695828 36.0749377)","FREE",,"<p>Letâ€™s celebrate STEM! Join us for a hands-on experienceÂ exploring Science, Technology, Engineering & Mathematics. We'll have face painting, prizes, and loads of excitement! Come learn and have fun with us!</p>
<p><em>More information coming soon.Â </em></p>
","https://www.nck12stemecosys.com/","In-person"
3676,"Spring Mushroom and Foraging Walk","Accepted","Mainspring Conservation Trust","Non-profit","PO Box 1148",,"Franklin","North Carolina",28744,"Mainspring Conservation Trust","mainspringconserves",,"https://www.mainspringconserves.org/","http://www.ncsciencefestival.org/events/spring-mushroom-and-foraging-walk","Hands-On, Outdoor Event, Performance/Talk, Tour","Life Sciences, Earth & Space Sciences, Environment, Food","Teens, Adults",,"04/11/2025 - 5:00pm to 7:30pm","Pinnacle Park",,,"Sylva","North Carolina",,"Jackson","POINT (-83.2133448 35.3746077)","FREE",,"<p>Join Conservation Outreach Director Skye for this gentle 2 hour hike along the lower Forest Therapy Trail at Pinnacle Park, where we will meet and learn about the edible plants and mushrooms we encounter along the way. We will discuss identification techniques, cooking methods, foraging ethics, and medicinal preparations, leaving time to admire the non-edible plants and mushrooms as well! This event is geared towards beginner foragers or those interested in foraging who are looking for a place to start, but is open to nature lovers, hikers, and chefs of all knowledge and skill levels. Please note that we will not be harvesting anything during this walk, and foraging on Mainspring Conservation Trust properties is by permission only.</p>
<p>The Forest Therapy Trail at Pinnacle Park is about 1 mile long and ranked as moderate. There are roots and rocks in the trail to avoid, and we will descend down a steeper section with loose rock for the final portion of the hike.Â We will meet in theÂ parking lot of Pinnacle ParkÂ (end of Fischer Creek Rd) in Sylva justÂ before 5:00pm on Friday, April 11th. <a href=""https://www.mainspringconserves.org/events/spring-foraging-hike/"">See website for exact location</a>. We suggest bringing water, a snack, layers, sturdy hiking shoes, and any naturalist tools you may want such as a notebook or a hand lens.</p>
<p><a href=""https://www.mainspringconserves.org/events/spring-foraging-hike/"">Space is limited, so register now!</a></p>
<p><em>Note that Skye does not hold a foraging license or certificate, and information shared during this event is intended as hobby knowledge only, not medical advice. Always confirm your identification and preparation with multiple peer-reviewed sources before consuming wild-foraged goods. For those seeking more in-depth knowledge, we suggest contactingÂ <a href=""https://www.wildcraftkitchenga.com/"">Wildcraft Kitchen</a>.</em></p>
","https://www.mainspringconserves.org/events/spring-foraging-hike/","In-person"
3677,"Out in WNC: LGBTIQA+ Adventure Club- Birding","Accepted","Mainspring Conservation Trust","Non-profit","PO Box 1148",,"Franklin","North Carolina",28744,"Mainspring Conservation Trust","mainspringconserves",,"https://www.mainspringconserves.org/","http://www.ncsciencefestival.org/events/out-wnc-lgbtiqa-adventure-club-birding","Outdoor Event, Performance/Talk, Tour","Life Sciences, Earth & Space Sciences, Science & Society, Environment","Special Audience","LGBTQIA+, Queer, Transgender","04/12/2025 - 9:00am to 12:00pm","Tessentee Bottomland Preserve","Register for exact location!",,"Franklin","North Carolina",,"Macon","POINT (-83.3815429 35.1823171)","FREE",,"<p>Calling WNCâ€™s LGBTQIA+ community! Letâ€™s gather to share the company of nature and our fellow community members. Every other month, we come together toÂ create a welcoming and inclusive outdoor spaceÂ as we wander in the woods, connecting to each other and the natural world around us. These meetings are social gatherings with naturalist twists rather than structured workshops; our main goal is to enjoy our time together in the beautiful outdoors, including sharing a provided snack together! In between our chatting and laughter, we take the time to notice, appreciate, and learn about the creatures that call this place home, from the tiny beetles to the mighty trees. This safe space is open to anyone who seeks community and honors the spirit of respect and kindness that this club is built on -- friends, family, and allies are welcome!</p>
<p>This month, we will beÂ Out in Franklin to welcome the migratory birds back to town! Some of these birds are just passing through on their way farther north, and some are stopping here in WNC to nest. Regardless of their final destinations, this is a fantastic time of year to see a wide variety of beautiful warblers and other colorful feathered friends. Loaner binoculars will be available for those without their own.</p>
<p><a href=""https://www.mainspringconserves.org/events/out-in-wnc-lgbtqia-adventure-club-birding-walk/"">Register here!</a>Â Exact meeting location and time will be emailed to registered attendees in the days leading up to the event. Total distance covered during this event will be less than 2 miles along easy to moderate trails with little to no elevation gain. We will amble slowly and stop often to discuss the critters (including non-avian delights like wildflowers) we hear and see. Please bring water, plenty of layers, comfortable walking shoes, binoculars if you have them, and anything else youâ€™ll need to stay comfortable outside during this event.</p>
<p><a href=""mailto:scahoon@mainspringconserves.org"">Email Skye</a>Â atÂ scahoon@mainspringconserves.orgÂ with any questions. Please leave pets at home. This event is weather-dependent.</p>
","https://www.mainspringconserves.org/events/out-in-wnc-lgbtqia-adventure-club-birding-walk/","In-person"
3678,"""Invasive to Table"" Foraging Workday","Accepted","Mainspring Conservation Trust","Non-profit","PO Box 1148",,"Franklin","North Carolina",28744,"Mainspring Conservation Trust","mainspringconserves",,"https://www.mainspringconserves.org/","http://www.ncsciencefestival.org/events/invasive-table-foraging-workday","Hands-On, Outdoor Event, Performance/Talk","Life Sciences","Children, Teens, Families, Adults",,"04/18/2025 - 10:00am to 3:00pm 04/19/2025 - 10:00am to 3:00pm","7/11 Road (exact location TBD)",,,"near Topton","North Carolina",27514,"Clay","POINT (-83.7032269 35.2470348)","FREE",,"<p>In partnership with the Forest Service, Mainspring is hosting a spring foraging bonanza! Volunteers will help us hand-pull invasive but edible Garlic Mustard alongside a Cherokee forager while we learn about how to harvest from wild spaces in a mindful and sustainable way. We will discuss other forageables, such as ramps.Â </p>
<p><em>Registration information coming soon!</em></p>
",,"In-person"
3679,"LegoLab","Accepted","Hampton B. Allen Library","Library","120 South Greene Street",,"Wadesboro","North Carolina",28170,"https://www.facebook.com/hamptonb.allen.3","hbalibrary",,"srls.info","http://www.ncsciencefestival.org/events/legolab","Hands-On, Indoor Event","Physics, Engineering, Science & Society, Environment, Technology","Children, Families",,"04/16/2025 - 4:00pm to 5:00pm","Hampton B. Allen Library","120 South Greene Street",,"Wadesboro","North Carolina",28170,"Anson","POINT (-80.0773194 34.9656026)","FREE",,"<p>Our monthly Lego club meets every third Wednesday at 4:00 PM.Â For this special Science Fest edition of LegoLab, we will use our Legos to conduct a science experiment. Come get scientific and creative with us!</p>
",,"In-person"
3680,"Science in the Spillway","Accepted","Town of Cary","Government Agency (state or local)","2616 Kildaire Farm Rd",,"Cary","North Carolina",27518,,,,"carync.gov/hemlockbluffs","http://www.ncsciencefestival.org/events/science-spillway","Hands-On, Outdoor Event","Art & Design, Science & Society, Environment, Technology","Children, Families, Adults",,"04/02/2025 - 1:00pm to 6:00pm 04/05/2025 - 10:00am to 5:00pm 04/09/2025 - 1:00pm to 6:00pm 04/12/2025 - 10:00am to 5:00pm 04/16/2025 - 1:00pm to 6:00pm 04/19/2025 - 10:00am to 5:00pm","Fred G. Bond Metro Park","801 High House Road",,"Cary","North Carolina",27513,"Wake","POINT (-78.8282929 35.7850905)","FREE",,"<p>Celebrate NCScifest with us all throughout April by attending Science in the Spillway at Bond Park! Join us each on Wednesdays and Saturdays for a new theme as we explore the everydayÂ science in the nature around us through a variety of STEAM based activities!Â </p>
<ul>
<li>Week 1: Look and Listen</li>
<li>Week 2: Natural Patterns</li>
<li>Week 3: What Comes from the Earth</li>
</ul>
<p><em>Park at the Bond Park Boathouse or the Bond Park Community Center and follow signage to the Spillway!</em></p>
",,"In-person"
3681,"Statewide Star Party: Contentnea Creek","Accepted","North Carolina Museum of Natural Sciences at Contentnea Creek ","Museum/Science Center","949 Contentnea Ln",,"Grifton","North Carolina",28530,"https://www.facebook.com/atimeforscience/",,,"www.atimeforsciences.org","http://www.ncsciencefestival.org/events/statewide-star-party-contentnea-creek-2","Hands-On, Indoor Event, Outdoor Event, Stargazing","Earth & Space Sciences","Families",,"04/04/2025 - 8:00pm to 10:00pm","The North Carolina Museum of Natural Sciences at Contentnea Creek","949 CONTENTNEA LN",,"Grifton","North Carolina",28530,"Pitt","POINT (-77.4705846 35.4388268)","FREE",,"<p>The North Carolina Museum of Natural Sciences at Contentnea Creek will host a night of stargazing and activities during the North Carolina Science Festival's Statewide Star Party on April 4, 2025, from 8:00pm-10:00pm.</p>
<p>The main feature of the night will be stargazing! The 16-inch telescope in the Kitty and Max Joyner Observatory will be open to the public as well as a number of other telescopes provided by the Carolina Skies Astronomy Club. Our telescopes will focus on the planets Jupiter and Mars, the Orion Nebula, and other wonders of the night sky.</p>
<p>The NC Science Festivalâ€™s annual Statewide Star Party is made possible through the generous support of theâ€¯<a href=""https://ncspacegrant.ncsu.edu/"" rel=""noreferrer noopener"" target=""_blank"">NC Space Grant</a>.</p>
","https://atimeforscience.org/","In-person"
3682,"CodeQuest ","Accepted","Hampton B. Allen Library","Library","120 South Greene Street",,"Wadesboro","North Carolina",28170,"https://www.facebook.com/hamptonb.allen.3","hbalibrary",,"srls.info","http://www.ncsciencefestival.org/events/codequest","Hands-On, Indoor Event","Art & Design, Technology","Children, Families",,"04/17/2025 - 3:00pm to 5:00pm","Hampton B. Allen Library","120 South Greene Street",,"Wadesboro","North Carolina",28170,"Anson","POINT (-80.0773194 34.9656026)","FREE",,"<p>Are you interested in coding? Come learn the basics with us while having fun with beads, robots, and obstacle courses!</p>
",,"In-person"
3683,"Greenies: Earth Day Dirt Cups","Accepted","Haywood County Public Library","Library","11 Pennsylvania Avenue",,"Canton","North Carolina",28716,,,,"haywoodlibrary.org","http://www.ncsciencefestival.org/events/greenies-earth-day-dirt-cups","Hands-On, Indoor Event","Earth & Space Sciences, Food","Adults, Special Audience","Adults with Disabilities ","04/22/2025 - 10:00am to 11:00am","Haywood County Public Library - Canton Branch","11 Pennsylvania Avenue",,"Canton","North Carolina",28716,"Haywood","POINT (-82.8356557 35.5291733)","FREE",,"<p>Do you know how important Earthworms are? Learn more about earthworms and earth day while making your own Earth Day Dirt Pudding.</p>
<p><em>To register, contact Jennifer Stuart at <a href=""mailto:jennifer.stuart@haywoodcountync.gov"">jennifer.stuart@haywoodcountync.gov</a> or call 828-356-2561.</em></p>
","https://www.haywoodlibrary.org/794/Public-Library","In-person"
3684,"North Rowan High School STEAM Festival","Accepted","North Rowan High School","K-12","300 N. Whitehead Ave.",,"Spencer","North Carolina",28159,,,"Dana Jordan","300 N. Whitehead Ave.","http://www.ncsciencefestival.org/events/north-rowan-high-school-steam-festival-0","Hands-On, Indoor Event, Performance/Talk","Art & Design, Health, Life Sciences, Environment","Children, Teens, Families",,"04/05/2025 - 10:00am to 1:00pm","North Rowan High School","300 N. Whitehead Ave.",,"Spencer","North Carolina",28159,"Rowan","POINT (-80.4296429 35.6972294)","FREE",,"<p>This year North Rowan Students will be showcasing Science Projects, Math Projects, and Art Show at the annual heart healthy health fair events that focuses on sudden cardiac arrest. There are hands on science activities, booths that are educational and interactive focusing on: CPR/AED Demonstrations, Heart Health Food cooking demonstration, EKG's and heart rate monitors with Vernier sensors, blood pressure station, demonstrationÂ onÂ container gardensÂ and demonstration on hydroponic gardens.</p>
",,"In-person"
3685,"City Nature Challenge 2025","Accepted","North Carolina Museum of Natural Sciences at Prairie Ridge Ecostation","Museum/Science Center","Prairie Ridge Ecostation","1671 Gold Star Drive","Raleigh","North Carolina",27607,"https://www.facebook.com/naturalsciences","@naturalsciences","@naturalsciences","naturalsciences.org","http://www.ncsciencefestival.org/events/city-nature-challenge-2025-0","Hands-On, Outdoor Event","Life Sciences, Science & Society, Environment, Technology","Children, Teens, Families, Adults, Special Audience","Science for everyone!","04/25/2025 - 12:00am to 11:55pm 04/26/2025 - 12:00am to 11:55pm 04/27/2025 - 12:00am to 11:55pm 04/28/2025 - 12:00am to 11:55pm","Statewide","11 W. Jones St",,"Raleigh","North Carolina",27601,"Wake","POINT (-78.6393356 35.7821558)","FREE",,"<p>North Carolina is once again taking part in theÂ City Nature Challenge again this year and we want everyone to join us for this biodiversity-focused community-engagedÂ science event!</p>
<p>Head outdoors anywhere within North Carolina April 26Â - 29Â and snap a photo of any wild living thing you see. Then submit your observation to the City Nature Challenge through the iNaturalist app or website!Â </p>
<p>You can participate anywhere in the state, so be ready to get outside and help us show the rest of the world how amazingly diverse our little part of the planet can be!</p>
","https://nccitynaturechallenge.com/","In-person"
3686,"S.T.E.M Games","Accepted","Girls Scouts Carolina Peaks to Piedmont","Non-profit","3826 S New Hope rd","Unit 4","Gastonia","North Carolina",28056,,,,"https://www.girlscoutsp2p.org/","http://www.ncsciencefestival.org/events/stem-games","Hands-On, Indoor Event, Expo","Mathematics, Engineering, Technology","Children, Teens","Girl Scouts","04/05/2025 - 1:00pm to 5:00pm","Second Harvest Food Bank of Northwest North Carolina (Winston-Salem, NC)","3330 Shorefair Dr NW",,"Winston-Salem","North Carolina",27105,"Forsyth","POINT (-80.252407 36.1360262)","My event has a fee","$30 ","<p>Get ready for a day of excitement, creativity and friendly competition at our GSCP2P STEM Games! This is your chance to form your own team of friends to compete, earn points, win prizes and awards. Come dive into the world ofÂ <strong>S</strong>cience,Â <strong>T</strong>echnology,Â <strong>E</strong>ngineering andÂ <strong>M</strong>ath through hands-on challenges designed to spark your imagination and show you just how fun STEM can be.</p>
<p>Register online <a href=""https://www.girlscoutsp2p.org/en/sf-events-repository/2025/stem-games.html"">here</a> by March 20, 2025.</p>
","https://www.girlscoutsp2p.org/en/sf-events-repository/2025/stem-games.html","In-person"
3687,"Fact or Fiction: Exploring STEM at Lexington Public Library","Accepted","Lexington Public Library","Library","602 South Main Street",,"Lexington","North Carolina",27292,,,,,"http://www.ncsciencefestival.org/events/fact-or-fiction-exploring-stem-lexington-public-library","Hands-On, Indoor Event","Art & Design, Engineering, Technology","Pre-K, Children, Teens, Families, Adults",,"04/22/2025 - 2:00pm to 5:00pm","Lexington Public Library","602 South Main Street",,"Lexington","North Carolina",27292,"Davidson","POINT (-80.2594693 35.8191318)","FREE",,"<p>Join us for a hands-on STEM experience at Fact or Fiction: Exploring STEM at Lexington Public Library, a collaboration with NCSciFest! This exciting day features interactive science experiments, engineering challenges, and a Rube Goldberg Machine competition where participants are encouraged to collaborate to build creative solutions for a unique challenge. Open to all ages, the program will include both scheduled staff-led events as well as pop-up activities where patrons can drop in as their schedules allow.Â </p>
<p><em>Please register at the event website or by calling the library atÂ 336-242-2040.Â </em></p>
","https://co.davidson.nc.libguides.com/c.php?g=478379&p=10744451","In-person"
3688,"Coding with littleBits","Accepted","Haywood County Public Library","Library","11 Pennsylvania Avenue",,"Canton","North Carolina",28716,,,,"haywoodlibrary.org","http://www.ncsciencefestival.org/events/coding-littlebits","Hands-On, Indoor Event","Technology","Children",,"04/16/2025 - 3:30pm to 4:30pm","Haywood County Public Library - Canton Branch","11 Pennsylvania Ave",,"Canton","North Carolina",28716,"Haywood","POINT (-82.8356557 35.5291733)","FREE",,"<p>Create a fun group project using circuits and coding. For ages for 8 - 13.</p>
<p><em>To register, email Ashlyn Godleski at <a href=""mailto:ashlyn.godleski@haywoodcountync.gov"">ashlyn.godleski@haywoodcountync.gov</a> or call 828-648-2924.</em></p>
","https://www.haywoodlibrary.org/794/Public-Library","In-person"
3689,"Everyone can help planet earth everyday!","Accepted","North Carolina Zoo Kidzone","Museum/Science Center","4401 Zoo Pkwy",,"Asheboro","North Carolina","27205-1425","https://www.facebook.com/nczoo/","https://www.instagram.com/nczoo/","https://twitter.com/NCZoo","https://www.nczoo.org/","http://www.ncsciencefestival.org/events/everyone-can-help-planet-earth-everyday","Hands-On, Outdoor Event","Art & Design, Health, Life Sciences, Science & Society, Environment, Food","Pre-K, Children, Teens, Families, Adults","Hearing Impaired, Families, Children","04/19/2025 - 10:00am to 2:00pm","North Carolina Zoo, Kidzone","4401 Zoo Parkway",,"Asheboro","North Carolina",27205,"Randolph","POINT (-79.7644094 35.6294222)","FREE",,"<p>Join the Pollinator Party at Kidzone on Sat. April 19 from 10 to 2Â (no additional charge after Zoo admission). Try your hand at being a pollinator, learn why pollinators matter, and how everyone can help them by planting native plants, not using pesticides, and engagingÂ in Community Science. We will have lots of hands-on fun, special community partners and cool prizes including native seeds and even some native milkweed seeds for you to take home.Â </p>
","http://www.nczoo.org/kidzone","In-person"
3690,"Webbed Wonders","Accepted","Sylvan Heights Bird Park","Non-profit","500 Sylvan Heights Parkway",,"Scotland Neck","North Carolina",27874,,,"shwpark","www.shwpark.com","http://www.ncsciencefestival.org/events/webbed-wonders","Hands-On, Indoor Event, Performance/Talk","Science & Society, Environment","Pre-K, Children, Teens, Families",,"04/05/2025 - 11:00am to 11:45am","Sylvan Heights Bird Park-","500 Sylvan Heights Park Way",,"Scotland Neck","North Carolina",27874,"Halifax","POINT (-77.4140173 36.1449386)","FREE","Free with paid admission to the bird park","<p>Discover the wonderful world of waterfowl. Using bird costume props, participants will identify adaptations that all ducks, geese and swans share. From feathers and flight, to beaks and feet, participants will compare similarities and differences between different types of birds in a fun, engaging way. This program includes live animals.</p>
","https://www.shwpark.com/","In-person"
3691,"STEM for Pamlico County","Accepted","Orientalâ€™s History Museum ","Museum/Science Center","P.O. Box 919",,"Oriental","North Carolina",28571,"Orientalâ€™s History Museum ",,,"Http://townoforiental/museum","http://www.ncsciencefestival.org/events/stem-pamlico-county","Hands-On, Indoor Event, Outdoor Event, Performance/Talk","Earth & Space Sciences, Mathematics, Physics, Engineering, Science & Society, Sports & Fitness, Technology","Children, Teens, Adults",,"04/12/2025 - 9:00am to 4:00pm","Orientalâ€™s History Museum ","802 Broad Street",,"Oriental","North Carolina",28571,"Pamlico","POINT (-76.6927949 35.0304745)","FREE",,"<p>Come join us at Oriental's History Museum to explore the wonderful opportunities of STEM! We'll have several presenters that will share their experiences with science, technology, engineering, and math. We're excited to welcome Sharon Breitling to talk about her career with IBM, Fred Read to discuss astronomy and planetarium mechanics, and Lou Ostendorff to discuss digital mapping and surveying.Â </p>
<p>Come learn with us!</p>
","http://www.townoforiental.com/museum","In-person"
3692,"Space Science Hack-A-Thon","Accepted","The Pisgah Astronomical Research Institute","Non-profit","1 PARI Drive",,"Rosman","North Carolina",28772,,"@pariastronomy","pisgahastronomical","pari.edu","http://www.ncsciencefestival.org/events/space-science-hack-thon","Hands-On, Indoor Event, Outdoor Event, Stargazing","Art & Design, Chemistry, Life Sciences, Earth & Space Sciences, Mathematics, Physics, Engineering, Science & Society, Environment, Technology","Teens, Families, Adults",,"04/11/2025 - 7:00pm to 11:45pm 04/12/2025 - 8:00am to 11:45pm 04/13/2025 - 8:00am to 3:00pm","Pisgah Astronomical Research Institute","1 PARI Drive",,"Rosman","North Carolina","28772-9626","Transylvania","POINT (-82.8725322 35.1990363)","FREE",,"<p>Assemble aÂ team and spend a weekend at the Pisgah Astronomical Research Institute!Â  This event is for the whole weekend and lasts from the start date listed below at 7:00pm on April 11th, 2025, through Sunday, April 13th at 3pm.Â  Lodging and food are provided at not cost to attendees.</p>
<p>This Hack-A-Thon is for teams ready to tackle big ideas in space exploration. If you believe you are up to the task of transforming a complex topic into a tool or experience that helps others understand and be inspired, this event is for you!</p>
<p>If youâ€™re a teacher, gather up a team of students. If youâ€™re a high school student, gather up some friends and a teacher. If youâ€™re a college student, gather some friends. Then, <a href=""https://www.pari.edu/shop/tickets/event-tickets/hack-a-thon-at-pari-april-2025/"">register here</a>!Â The deadline to register and receive free meals is March 31st. Lodging registration is first come, first serve.Â </p>
<p>Your team will choose from a menu of space science related challenges to take on for the weekend. Most challenges will be related to developing creative ways to explain concepts in space science and human space exploration to others. For instance, you may create an interactive way to show people the composition of regolith from different regions on Mars, or a video game to allow people steer a space probe around an icy moon to catch particles from ice geysers. During the Hack-A-Thon youâ€™ll create the best version youâ€™re able, and the most inspiring teams could see their ideas turned into real exhibits that become part of a travelling model of part of the International Space Station.</p>
<p>Teams are encouraged to register together and must include at least one adult.Â  Teams should be interested in attending the entire event which lasts all weekend.Â  Please read all the details on the event website before registering.Â  This event is hosted in partnership with the Smoky Mountain STEM Collaborative.</p>
","https://www.pari.edu/shop/tickets/event-tickets/hack-a-thon-at-pari-april-2025/","In-person"
3693,"Science Studio: Science + Art ","Accepted","Discovery Place","Museum/Science Center","301 N. Tryon St.",,"Charlotte","North Carolina",28202,,,,,"http://www.ncsciencefestival.org/events/science-studio-science-art","Hands-On, Indoor Event","Art & Design, Chemistry, Life Sciences, Earth & Space Sciences, Mathematics, Engineering, Science & Society, Environment","Adults",,"04/04/2025 - 6:00pm to 10:00pm","Discovery Place Science","168 W 6th Street",,"Charlotte","North Carolina",28202,"Mecklenburg","POINT (-80.8409271 35.229441)","My event has a fee","All activities included in admission price ","<p>Join Discovery Place Science for an adult only event, where guests will combine science and nature to create art. Learn about nature sketching, scientific drawing, and create your own sketchbook while exploring the World Alive exhibition including an indoor rainforest and aquarium.Â </p>
<p>All activities included in admission price.Â </p>
<p><a href=""https://discoveryplace.org/things-to-do/events/science-studio-artscience/"">Get your tickets here!</a></p>
","https://www.discoveryplace.org","In-person"
3694,"Science on the Rocks","Accepted","Discovery Place","Museum/Science Center","301 N. Tryon St.",,"Charlotte","North Carolina",28202,,,,,"http://www.ncsciencefestival.org/events/science-rocks-1","Hands-On, Indoor Event","Art & Design, Chemistry, Life Sciences, Earth & Space Sciences, Physics, Engineering, Science & Society, Food, Technology","Adults",,"04/11/2025 - 6:00pm to 10:00pm",,"168 W 6th St",,"Charlotte","North Carolina",28202,"Mecklenburg","POINT (-80.8409271 35.229441)","My event has a fee","Admission, plus drink, food, and workshop fees.","<p>Science isnâ€™t just for kids. Science on the Rocks is an adults only party that allows guests 21+ to explore and play in the Museum with no kids allowed.Â </p>
<p><a href=""https://visit.discoveryplace.org/science/events/aead9dcf-f7b9-2e33-809c-a8a86f9e0853"">Get your tickets here!</a></p>
","https://discoveryplace.org/things-to-do/events/science-on-the-rocks/","In-person"
3695,"Earth Day Celebration","Accepted","Discovery Place","Museum/Science Center","301 N. Tryon St.",,"Charlotte","North Carolina",28202,,,,,"http://www.ncsciencefestival.org/events/earth-day-celebration-8","Hands-On, Indoor Event","Art & Design, Life Sciences, Earth & Space Sciences, Science & Society, Environment","Pre-K, Children, Teens, Families, Adults",,"04/19/2025 - 9:30am to 5:00pm","Discovery Place Science","168 W 6th St",,"Charlotte","North Carolina",28202,"Mecklenburg","POINT (-80.8409271 35.229441)","My event has a fee","Activities included with admission","<p>Celebrate the Earth and all it has to offer during Discovery Place Scienceâ€™s Earth Day Celebration! From rocks and trees to air and water, the Earth provides us with amazing materials we wouldnâ€™t be able to live without. Discover natural resources and their usage at interactive activities spread throughout the Museum. Activities will include:Â </p>
<ul>
<li>The final day of our traveling exhibition Becoming Jane: The Evolution of Dr. Jane Goodall.Â </li>
<li>Inspired Plastics with Hadia Ghandour: Discuss sustainability and conservation topics while creating art from recycled plastics with guest expert and TEDx Speaker Hadia GhandourÂ </li>
<li>Clayworks: Join artists from Clayworks to explore the science and cycle of clay and the role it can play in sustainable living.Â </li>
<li>Tinkering with renewable energy in the Tech Innovation Lab.Â </li>
<li>Exploring natural resources in KidScience.Â </li>
</ul>
<p>Tickets are available online and at the door. <a href=""https://discoveryplace.org/visit/"">Get your tickets here!</a></p>
","https://www.discoveryplace.org/","In-person"
3696,"Burke County Environmental Field Day","Accepted","NCSSM - Morganton ","UNC System","901 Burkemont Ave",,"Morganton","North Carolina",28655,,,"christopher.collins@ncssm.edu","https://www.ncssm.edu/residential/ncssm-morganton","http://www.ncsciencefestival.org/events/burke-county-environmental-field-day-0","Hands-On, Outdoor Event, Performance/Talk","Health, Life Sciences, Earth & Space Sciences, Physics, Science & Society, Environment","Children",,"04/10/2025 - 9:30am to 2:30pm","Patton High School ",,,,"North Carolina",,"Burke","POINT (-79.0192997 35.7595731)","FREE",,"<p><em>This event is for 5th graders in Burke County Public Schools.</em></p>
<p>The 5th grade classes rotate through educational stations that are spread out across large fields to help inspire a connection to the surrounding natural beauty of our area. The stations are led and taught by high school students who have prepared materials, lessons, games, and activities that cover a range of science topics. The stations in the past included; forestry, wildlife & aquatic ecology, climate, water quality and conservation, soils, forces & motion, energy transfers, and the human body.Â </p>
<p>This yearâ€™s Environmental Field Day will expand the eventâ€™s opportunities by inviting local STEM professionals from local organizations to join in celebrating professions, careers, and educational opportunities available across Western North Carolina.Â </p>
",,"In-person"
3697,"Randolph Community College Science Day","Accepted","Randolph Community College","Community College","629 Industrial Park Ave",,"Asheboro","North Carolina",27205,,,,"https://www.randolph.edu","http://www.ncsciencefestival.org/events/randolph-community-college-science-day","Hands-On, Indoor Event, Performance/Talk, Tour","Health, Chemistry, Life Sciences, Earth & Space Sciences, Science & Society, Food, Technology","Children, Teens, Families, Adults",,"04/11/2025 - 8:00am to 3:00pm",,"629 Industrial Park Avenue",,"Asheboro","North Carolina",27205,"Randolph","POINT (-79.825516 35.6733597)","FREE",,"<p>At Randolph Community College, we combine a radical hospitality approach with excellent academics and state-of-the-art facilities. We invite small groups and indivdiuals to join us on campus for a unique learning experiance.</p>
<p>Dr. Samantha McPherson, Entomology PhD, will lead a demonstration on composting with earthworms, soldier flies, and millipedes. Also on display will be LIVE hissing cockroaches.Â </p>
<p>Tours will also include a visit to our Aquaponics Greenhouse, a demonstration of our Augmented-Reality Sandbox, and a visit to the our newly rennovated Chemistry lab.</p>
<p><em>To register, email Kevin Jones atÂ kmjones@randolph.eduÂ </em></p>
",,"In-person"
3698,"Sylvan Heights Bird Park Earth Day Celebration","Accepted","Sylvan Heights Bird Park","Non-profit","500 Sylvan Heights Parkway",,"Scotland Neck","North Carolina",27874,,,"shwpark","www.shwpark.com","http://www.ncsciencefestival.org/events/sylvan-heights-bird-park-earth-day-celebration-4","Hands-On, Indoor Event, Outdoor Event, Performance/Talk","Life Sciences, Earth & Space Sciences, Physics, Engineering, Science & Society, Environment, Technology","Pre-K, Children, Teens, Families, Adults",,"04/19/2025 - 10:00am to 2:00pm","Sylvan Heights Bird Park","500 Sylvan Heights Park Way",,"Scotland Neck","North Carolina",27874,"Halifax","POINT (-77.4140173 36.1449386)","FREE","Free with admission","<p>Join Sylvan Heights Bird Park for our annual Earth Day Celebration andÂ discoverÂ ""all the important ways science is woven into the fabric of our everyday lives"". This eventÂ offers visitors the opportunity to engage in hands-on learning with local museums, universities, and STEM professionals.</p>
<p>Visitors will have opportunities to dig for fossils, see live bees and butterflies on display, take part in hands on physics activites and pilot a virtual airplane using a flight simulator and more!</p>
<p>Â </p>
","https://www.shwpark.com/","In-person"
